Recording Name, Date Started, User
Recording Set,2024-1-29 10-31-53,KJLC

Time Stamp,PC Capman Pressure,PC Source 2 Freq,PC Source 2 Q,PC Source 2 Rate,PC Source 4 Freq,PC Source 4 Q,PC Source 4 Rate,PC Source 6 Freq,PC Source 6 Q,PC Source 6 Rate,Power Supply 1 Power,Power Supply 1 Voltage,Power Supply 3 Power,Power Supply 3 Voltage,Power Supply 5 DC Bias,Power Supply 5 Fwd Power,PC High Vac Valve Position,PC MFC 1 Flow
Jan-29-2024 10:31:53.401 AM,19.9969481956,5983077.6730962377,96.6155346192,0.0001891853,5986818.6463751281,97.363729275,0.0001532354,5982953.7478692187,96.5907495738,0.0001159941,30.1377082886,200.5559387207,19.1064767461,265.0027770996,67,50,15,18.3466849775
Jan-29-2024 10:31:53.512 AM,19.9984740978,5983077.6730962377,96.6155346192,0.0001891853,5986818.6463751281,97.363729275,0.0001532354,5982953.7478692187,96.5907495738,0.0001159941,29.0358544876,201.046295166,19.3615956147,264.9414672852,67,50,15,18.4315251392
Jan-29-2024 10:31:53.623 AM,19.9984740978,5983077.6730962377,96.6155346192,0.0001891853,5986818.6463751281,97.363729275,0.0001532354,5982953.7478692187,96.5907495738,0.0001159941,29.0358544876,201.046295166,19.3615956147,264.9414672852,67,50,15,18.4315251392
Jan-29-2024 10:31:53.724 AM,20.0076295109,5983077.6730962377,96.6155346192,0.0001891853,5986818.6463751281,97.363729275,0.0001532354,5982953.7478692187,96.5907495738,0.0001159941,29.0358544876,201.046295166,19.3615956147,264.9414672852,67,50,15,18.3763790341
Jan-29-2024 10:31:53.838 AM,20.0076295109,5983077.6730962377,96.6155346192,0.0001891853,5986818.6463751281,97.363729275,0.0001532354,5982953.7478692187,96.5907495738,0.0001159941,29.0358544876,201.046295166,19.3615956147,264.9414672852,67,50,15,18.3763790341
Jan-29-2024 10:31:53.953 AM,20.1358052949,5983077.6453463528,96.6155290693,0.0001750799,5986818.5986818597,97.3637197364,0.0001669606,5982953.2617542045,96.5906523508,0.0005763371,28.7917136365,202.9157714844,19.2115737296,265.7383117676,67,50,15,18.2830548562
Jan-29-2024 10:31:54.054 AM,20.1358052949,5983077.6453463528,96.6155290693,0.0001750799,5986818.5986818597,97.3637197364,0.0001669606,5982953.2617542045,96.5906523508,0.0005763371,28.7917136365,202.9157714844,19.2115737296,265.7383117676,67,50,15,18.2830548562
Jan-29-2024 10:31:54.154 AM,20.1358052949,5983077.6453463528,96.6155290693,0.0001750799,5986818.5986818597,97.3637197364,0.0001669606,5982953.2617542045,96.5906523508,0.0005763371,28.7917136365,202.9157714844,19.2115737296,265.7383117676,67,50,15,18.2830548562
Jan-29-2024 10:31:54.255 AM,20.1358052949,5983077.6453463528,96.6155290693,0.0001750799,5986818.5986818597,97.3637197364,0.0001669606,5982953.2617542045,96.5906523508,0.0005763371,28.7917136365,202.9157714844,19.2115737296,265.7383117676,67,50,15,18.2830548562
Jan-29-2024 10:31:54.355 AM,20.0579842832,5983077.6453463528,96.6155290693,0.0001750799,5986818.5986818597,97.3637197364,0.0001669606,5982953.2617542045,96.5906523508,0.0005763371,28.7917136365,202.9157714844,19.2115737296,265.7383117676,67,50,15,17.3116350042
Jan-29-2024 10:31:54.461 AM,20.0579842832,5983077.6453463528,96.6155290693,0.0001750799,5986818.5986818597,97.3637197364,0.0001669606,5982953.2617542045,96.5906523508,0.0005763371,28.7917136365,202.9157714844,19.2115737296,265.7383117676,67,50,15,17.3116350042
Jan-29-2024 10:31:54.569 AM,20.0183108263,5983077.6453463528,96.6155290693,0.0001750799,5986818.5986818597,97.3637197364,0.0001669606,5982953.2617542045,96.5906523508,0.0005763371,28.7917136365,202.9157714844,19.2115737296,265.7383117676,67,50,15,16.5311055161
Jan-29-2024 10:31:54.677 AM,20.0183108263,5983077.6453463528,96.6155290693,0.0001750799,5986818.5986818597,97.3637197364,0.0001669606,5982953.2617542045,96.5906523508,0.0005763371,28.7917136365,202.9157714844,19.2115737296,265.7383117676,67,50,15,16.5311055161
Jan-29-2024 10:31:54.785 AM,19.9694819562,5983077.6453463528,96.6155290693,0.0001750799,5986818.5986818597,97.3637197364,0.0001669606,5982953.2617542045,96.5906523508,0.0005763371,61.0077793102,211.9260864258,19.5760207291,265.7383117676,68,50,15,17.6976577401
Jan-29-2024 10:31:54.899 AM,19.943541619,5983077.5983077595,96.6155196616,0.0001833779,5986818.5341222491,97.3637068244,0.0001944905,5982953.7200991949,96.5907440198,-9.3855536996E-6,61.0077793102,211.9260864258,19.5760207291,265.7383117676,68,50,15,18.2533607996
Jan-29-2024 10:31:55.005 AM,19.943541619,5983077.5983077595,96.6155196616,0.0001833779,5986818.5341222491,97.3637068244,0.0001944905,5982953.7200991949,96.5907440198,-9.3855536996E-6,61.0077793102,211.9260864258,19.5760207291,265.7383117676,68,50,15,18.2533607996
Jan-29-2024 10:31:55.113 AM,19.943541619,5983077.5983077595,96.6155196616,0.0001833779,5986818.5341222491,97.3637068244,0.0001944905,5982953.7200991949,96.5907440198,-9.3855536996E-6,61.0077793102,211.9260864258,19.5760207291,265.7383117676,68,50,15,18.2533607996
